Clé de ticket;ID de ticket;Création
DUSWUSERSUPPSN1-2575;2268220;11/02/2022 09:56
DUSWUSERSUPPSN1-2574;2268161;11/02/2022 09:32
DUSWUSERSUPPSN1-2573;2268075;11/02/2022 08:51
DUSWUSERSUPPSN1-2572;2268069;11/02/2022 08:46
DUSWUSERSUPPSN1-2571;2268048;11/02/2022 08:37
DUSWUSERSUPPSN1-2570;2267925;10/02/2022 21:06
DUSWUSERSUPPSN1-2568;2267916;10/02/2022 19:47
DUSWUSERSUPPSN1-2567;2267838;10/02/2022 17:55
DUSWUSERSUPPSN1-2566;2267814;10/02/2022 17:48
DUSWUSERSUPPSN1-2565;2267806;10/02/2022 17:46
DUSWUSERSUPPSN1-2564;2267659;10/02/2022 16:54
DUSWUSERSUPPSN1-2563;2267622;10/02/2022 16:38
DUSWUSERSUPPSN1-2562;2267608;10/02/2022 16:33
DUSWUSERSUPPSN1-2561;2267596;10/02/2022 16:27
DUSWUSERSUPPSN1-2560;2267318;10/02/2022 14:53
DUSWUSERSUPPSN1-2559;2267305;10/02/2022 14:51
DUSWUSERSUPPSN1-2558;2267272;10/02/2022 14:43
DUSWUSERSUPPSN1-2557;2267242;10/02/2022 14:31
DUSWUSERSUPPSN1-2556;2267222;10/02/2022 14:23
DUSWUSERSUPPSN1-2555;2267214;10/02/2022 14:20
DUSWUSERSUPPSN1-2554;2267209;10/02/2022 14:18
DUSWUSERSUPPSN1-2553;2267198;10/02/2022 14:12
DUSWUSERSUPPSN1-2552;2267178;10/02/2022 14:03
DUSWUSERSUPPSN1-2551;2267173;10/02/2022 14:01
DUSWUSERSUPPSN1-2550;2267063;10/02/2022 13:11
DUSWUSERSUPPSN1-2549;2267050;10/02/2022 12:36
DUSWUSERSUPPSN1-2548;2267045;10/02/2022 12:28
DUSWUSERSUPPSN1-2547;2266814;10/02/2022 11:09
DUSWUSERSUPPSN1-2546;2266808;10/02/2022 11:07
DUSWUSERSUPPSN1-2545;2266801;10/02/2022 11:06
DUSWUSERSUPPSN1-2544;2266793;10/02/2022 11:03
DUSWUSERSUPPSN1-2543;2266784;10/02/2022 11:01
DUSWUSERSUPPSN1-2542;2266783;10/02/2022 11:01
DUSWUSERSUPPSN1-2541;2266774;10/02/2022 10:59
DUSWUSERSUPPSN1-2540;2266765;10/02/2022 10:58
DUSWUSERSUPPSN1-2539;2266749;10/02/2022 10:53
DUSWUSERSUPPSN1-2538;2266748;10/02/2022 10:52
DUSWUSERSUPPSN1-2537;2266641;10/02/2022 10:26
DUSWUSERSUPPSN1-2536;2266639;10/02/2022 10:26
DUSWUSERSUPPSN1-2535;2266406;10/02/2022 10:04
DUSWUSERSUPPSN1-2534;2266332;10/02/2022 09:52
DUSWUSERSUPPSN1-2533;2266317;10/02/2022 09:45
DUSWUSERSUPPSN1-2532;2266154;10/02/2022 09:05
DUSWUSERSUPPSN1-2531;2266137;10/02/2022 08:53
DUSWUSERSUPPSN1-2530;2266128;10/02/2022 08:46
DUSWUSERSUPPSN1-2529;2266112;10/02/2022 08:16
DUSWUSERSUPPSN1-2528;2266111;10/02/2022 08:16
DUSWUSERSUPPSN1-2527;2265772;09/02/2022 17:38
DUSWUSERSUPPSN1-2526;2265736;09/02/2022 17:25
DUSWUSERSUPPSN1-2525;2265731;09/02/2022 17:24
DUSWUSERSUPPSN1-2524;2265705;09/02/2022 17:13
DUSWUSERSUPPSN1-2523;2265666;09/02/2022 16:57
DUSWUSERSUPPSN1-2522;2265591;09/02/2022 16:51
DUSWUSERSUPPSN1-2521;2265561;09/02/2022 16:41
DUSWUSERSUPPSN1-2520;2265560;09/02/2022 16:41
DUSWUSERSUPPSN1-2519;2265524;09/02/2022 16:35
DUSWUSERSUPPSN1-2518;2265485;09/02/2022 16:33
DUSWUSERSUPPSN1-2517;2265470;09/02/2022 16:29
DUSWUSERSUPPSN1-2516;2265158;09/02/2022 15:52
DUSWUSERSUPPSN1-2515;2265011;09/02/2022 15:12
DUSWUSERSUPPSN1-2514;2264918;09/02/2022 14:39
DUSWUSERSUPPSN1-2513;2264580;09/02/2022 12:22
DUSWUSERSUPPSN1-2512;2264574;09/02/2022 12:19
DUSWUSERSUPPSN1-2511;2264391;09/02/2022 11:27
DUSWUSERSUPPSN1-2510;2264269;09/02/2022 10:56
DUSWUSERSUPPSN1-2509;2264246;09/02/2022 10:48
DUSWUSERSUPPSN1-2508;2264198;09/02/2022 10:35
DUSWUSERSUPPSN1-2507;2264162;09/02/2022 10:22
DUSWUSERSUPPSN1-2506;2264081;09/02/2022 09:54
DUSWUSERSUPPSN1-2505;2264007;09/02/2022 09:33
DUSWUSERSUPPSN1-2504;2263977;09/02/2022 09:23
DUSWUSERSUPPSN1-2503;2263921;09/02/2022 08:40
DUSWUSERSUPPSN1-2502;2263910;09/02/2022 08:13
DUSWUSERSUPPSN1-2501;2263726;08/02/2022 20:12
DUSWUSERSUPPSN1-2499;2263723;08/02/2022 19:55
DUSWUSERSUPPSN1-2498;2263713;08/02/2022 19:25
DUSWUSERSUPPSN1-2497;2263512;08/02/2022 17:53
DUSWUSERSUPPSN1-2496;2263496;08/02/2022 17:46
DUSWUSERSUPPSN1-2495;2263437;08/02/2022 17:24
DUSWUSERSUPPSN1-2494;2263391;08/02/2022 17:06
DUSWUSERSUPPSN1-2493;2263375;08/02/2022 17:02
DUSWUSERSUPPSN1-2492;2263339;08/02/2022 16:49
DUSWUSERSUPPSN1-2491;2263272;08/02/2022 16:23
DUSWUSERSUPPSN1-2490;2263124;08/02/2022 15:53
DUSWUSERSUPPSN1-2489;2263057;08/02/2022 15:36
DUSWUSERSUPPSN1-2488;2263052;08/02/2022 15:34
DUSWUSERSUPPSN1-2487;2263048;08/02/2022 15:32
DUSWUSERSUPPSN1-2485;2263005;08/02/2022 15:18
DUSWUSERSUPPSN1-2484;2262977;08/02/2022 15:12
DUSWUSERSUPPSN1-2483;2262945;08/02/2022 15:02
DUSWUSERSUPPSN1-2482;2262896;08/02/2022 14:50
DUSWUSERSUPPSN1-2481;2262880;08/02/2022 14:47
DUSWUSERSUPPSN1-2480;2262733;08/02/2022 13:50
DUSWUSERSUPPSN1-2478;2262731;08/02/2022 13:48
DUSWUSERSUPPSN1-2477;2262663;08/02/2022 12:22
DUSWUSERSUPPSN1-2476;2262661;08/02/2022 12:20
DUSWUSERSUPPSN1-2475;2262590;08/02/2022 12:00
DUSWUSERSUPPSN1-2474;2262530;08/02/2022 11:46
DUSWUSERSUPPSN1-2473;2262426;08/02/2022 11:07
DUSWUSERSUPPSN1-2472;2262364;08/02/2022 10:49
DUSWUSERSUPPSN1-2471;2262362;08/02/2022 10:49
DUSWUSERSUPPSN1-2470;2262344;08/02/2022 10:44
DUSWUSERSUPPSN1-2469;2262336;08/02/2022 10:42
DUSWUSERSUPPSN1-2468;2262296;08/02/2022 10:31
DUSWUSERSUPPSN1-2467;2262153;08/02/2022 09:40
DUSWUSERSUPPSN1-2466;2262106;08/02/2022 09:25
DUSWUSERSUPPSN1-2465;2262087;08/02/2022 09:17
DUSWUSERSUPPSN1-2464;2262067;08/02/2022 09:05
DUSWUSERSUPPSN1-2463;2262055;08/02/2022 08:52
DUSWUSERSUPPSN1-2462;2262025;08/02/2022 08:13
DUSWUSERSUPPSN1-2461;2262024;08/02/2022 08:13
DUSWUSERSUPPSN1-2460;2261718;07/02/2022 17:15
DUSWUSERSUPPSN1-2457;2261515;07/02/2022 16:14
DUSWUSERSUPPSN1-2456;2261454;07/02/2022 15:55
DUSWUSERSUPPSN1-2455;2261434;07/02/2022 15:48
DUSWUSERSUPPSN1-2454;2261412;07/02/2022 15:41
DUSWUSERSUPPSN1-2453;2261337;07/02/2022 15:23
DUSWUSERSUPPSN1-2452;2260961;07/02/2022 13:57
DUSWUSERSUPPSN1-2451;2260697;07/02/2022 11:54
DUSWUSERSUPPSN1-2450;2260692;07/02/2022 11:54
DUSWUSERSUPPSN1-2449;2260467;07/02/2022 10:44
DUSWUSERSUPPSN1-2448;2260452;07/02/2022 10:40
DUSWUSERSUPPSN1-2447;2260439;07/02/2022 10:37
DUSWUSERSUPPSN1-2446;2260423;07/02/2022 10:32
DUSWUSERSUPPSN1-2445;2260400;07/02/2022 10:29
DUSWUSERSUPPSN1-2444;2260384;07/02/2022 10:25
DUSWUSERSUPPSN1-2443;2260375;07/02/2022 10:24
DUSWUSERSUPPSN1-2442;2260241;07/02/2022 09:41
DUSWUSERSUPPSN1-2441;2260212;07/02/2022 09:29
DUSWUSERSUPPSN1-2440;2260141;07/02/2022 08:40
DUSWUSERSUPPSN1-2439;2260117;07/02/2022 08:20
DUSWUSERSUPPSN1-2438;2260109;07/02/2022 08:11
